"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"### [Function] Add New Delivery Address
**Objective:** Validate that a user can successfully create and save a new shipping address.

**Test Steps:**
1. **Smart Login:** Ensure the session is active.
2. **Input Data:** Fill in Name, Phone, and select Province/District/Ward from Excel.
3. **Submission:** Click save to store the new address.
4. **Verification:** Verify the saved information matches the input data exactly.

**Expected Result:** New address is saved and displayed correctly in the address list.
","24007","TC2: Add Address for 'Nguyễn Thị B'","Hasaki.vn Regression Suite","Mon Feb 23 16:46:22 UTC 2026","passed","Mon Feb 23 16:46:46 UTC 2026","testcases.MyAddressTest","Regression Test - Chrome","testcases.MyAddressTest","MyAddress_verifyAddNewAddress"
"### [Data-Driven] Login Functionality Scenarios
**Objective:** Execute multiple login test cases automatically using data from Excel/POJO.

**Test Scenarios:**
- **Positive Case:** Login with valid account.
- **Empty Fields:** Leave Email or Password blank to check error messages.
- **Invalid Format:** Enter email without '@' or wrong format.
- **Security & Boundary:** Check wrong passwords and trailing spaces.

**Data Source:** LoginModel (Dynamic Data Provider).
","2987","TC5: Enter invalid data without symbol ""@"" in email","Hasaki.vn Regression Suite","Mon Feb 23 16:40:42 UTC 2026","passed","Mon Feb 23 16:40:45 UTC 2026","testcases.LoginTest","Regression Test - Edge","testcases.LoginTest","login_verifyMultipleAuthenticationScenarios"
"### [E2E] Full Purchase Flow & Data Integrity Check
**Objective:** Validate the entire e-commerce flow from product search to the final checkout stage, ensuring no data loss or price mismatches occur during transitions.

**Test Workflow:**
1. **Session Management:** Execute Smart Login to maintain authentication throughout the flow.
2. **Product Acquisition:** Dynamically search and add multiple products into the shopping cart.
3. **Cart Validation:** Perform an audit on subtotals and verify data mapping into Product Models (POJOs).
4. **Checkout Integration:** Transfer all cart data to the Checkout page.
5. **Final Integrity Check:** Execute a **Deep Comparison** between the Cart data and Checkout data (Matching Name, Price, and SKU).

**Business Goal:** Ensure a seamless and error-free, smoothly process for the customer.
","101084","E2E Purchase Flow: Integrity Check","Hasaki.vn - Purchase Flow","Mon Mar 02 02:11:59 UTC 2026","passed","Mon Mar 02 02:13:40 UTC 2026","testcases.PurchaseEndToEndTest","E2E Purchase Flow - Chrome Execution","testcases.PurchaseEndToEndTest","endToEndPurchaseFlow"
"### [Cleanup] Delete Existing Address
**Objective:** Ensure the system can remove an address from the user's account.

**Test Steps:**
1. **Locate Target:** Identify the address to be deleted by Name and Address string.
2. **Execution:** Click delete and confirm the removal.
3. **Post-check:** Verify the address no longer exists in the list.

**Expected Result:** The targeted address is completely removed from the UI and system.
","19022","Delete Address of 'Nguyễn Tuấn T'","Environment Cleanup","Thu Feb 26 15:41:29 UTC 2026","passed","Thu Feb 26 15:41:48 UTC 2026","testcases.MyAddressTest","Cleanup environment before test - CHROME","testcases.MyAddressTest","MyAddress_verifyDeleteAddress"
"### [Data-Driven] Search Accuracy & Matching Rate
**Objective:** Validate search engine quality by calculating the matching rate of results against expected keywords.

**Test Steps:**
1. **Dynamic Search:** Execute search using keywords and types from Excel.
2. **First Page Audit:** Calculate matching percentage for the initial result set.
3. **Deep Pagination:** Traverse through all available pages to compute the ""Global Accuracy Rate"".
4. **Threshold Validation:** Compare final rate against the defined expected percentage.

**Target:** Ensure search results remain relevant across multiple pages.
","23449","TC1 Verify accurate rate by search  brand","Hasaki.vn Regression Suite","Mon Feb 23 16:42:33 UTC 2026","passed","Mon Feb 23 16:42:57 UTC 2026","testcases.SearchTest","Regression Test - Edge","testcases.SearchTest","search_verifyResultsAccuracyWithMultipleKeywords"
" ### [Cart] Add Multiple Items & Purchase Limit Handling
 **Objective:** Verify quantity management in the cart and handle products with purchase limits.
 
 **Test Steps:**
 1. **Set Quantity:** Input a specific number of units from the DataProvider.
 2. **Action:** Attempt to add the bulk quantity to the cart.
 3. **Logic Handling:** - If the product is limited to 1, skip the verification to avoid false failure.
     - Otherwise, verify the cart count increases by the specified amount.
     
 **Expected Result:** Cart quantity matches the sum of existing items and newly added units.
 ","23530","TC3: Add 2 units of 'Chống nắng' to Cart","Hasaki.vn Regression Suite","Mon Feb 23 16:50:30 UTC 2026","skipped","Mon Feb 23 16:50:53 UTC 2026","testcases.ProductDetailTest","Regression Test - Edge","testcases.ProductDetailTest","ProductDetail_addMultipleUnits"
" ### [Cart] Add Multiple Items & Purchase Limit Handling
 **Objective:** Verify quantity management in the cart and handle products with purchase limits.
 
 **Test Steps:**
 1. **Set Quantity:** Input a specific number of units from the DataProvider.
 2. **Action:** Attempt to add the bulk quantity to the cart.
 3. **Logic Handling:** - If the product is limited to 1, skip the verification to avoid false failure.
     - Otherwise, verify the cart count increases by the specified amount.
     
 **Expected Result:** Cart quantity matches the sum of existing items and newly added units.
 ","24233","TC3: Add 4 units of 'Sữa rửa mặt' to Cart","Hasaki.vn Regression Suite","Mon Feb 23 16:52:00 UTC 2026","skipped","Mon Feb 23 16:52:24 UTC 2026","testcases.ProductDetailTest","Regression Test - Edge","testcases.ProductDetailTest","ProductDetail_addMultipleUnits"
"### [Data-Driven] Search Accuracy & Matching Rate
**Objective:** Validate search engine quality by calculating the matching rate of results against expected keywords.

**Test Steps:**
1. **Dynamic Search:** Execute search using keywords and types from Excel.
2. **First Page Audit:** Calculate matching percentage for the initial result set.
3. **Deep Pagination:** Traverse through all available pages to compute the ""Global Accuracy Rate"".
4. **Threshold Validation:** Compare final rate against the defined expected percentage.

**Target:** Ensure search results remain relevant across multiple pages.
","23639","TC1 Verify accurate rate by search  brand","Hasaki.vn Regression Suite","Mon Feb 23 16:42:33 UTC 2026","passed","Mon Feb 23 16:42:57 UTC 2026","testcases.SearchTest","Regression Test - Chrome","testcases.SearchTest","search_verifyResultsAccuracyWithMultipleKeywords"
"### [UI] Address Page Verification
**Objective:** Ensure the Address Management page loads correctly with valid URL and Title.

**Test Steps:**
1. **Smart Login:** Reuse session or login to access the account.
2. **Navigation:** Navigate to the ""My Address"" tab.
3. **UI Check:** Verify the page URL and the presence of the Address Tab title.

**Expected Result:** User is on the correct Address Management page without UI broken.
","54841","TC1: Quick verify address page UI & URL","Hasaki.vn Smoke Suite","Mon Feb 23 17:16:05 UTC 2026","passed","Mon Feb 23 17:17:00 UTC 2026","testcases.MyAddressTest","Smoke Test - Chrome","testcases.MyAddressTest","MyAddress_verifyAddressUI"
"### [E2E] Item List Migration & Integrity (Cart to Checkout)
**Objective:** Ensure that all products added to the cart are accurately carried over to the Checkout stage without data loss.

**Test Steps:**
1. **Data Acquisition:** Dynamically search and add multiple items from Data provider to the cart.
2. **Cart Snapshot:** Extract a detailed list of products (Name, SKU, Price) using the `ProductModel` POJO.
3. **Deep Comparison:** Transition to Checkout and perform a 1-on-1 comparison between the Cart List and Checkout List.

**Target:** Guarantee 100% data integrity for product metadata throughout the purchase journey.
","48125","TC3: E2E Flow - Item List Integrity (Cart -> Checkout)","Hasaki.vn Regression Suite","Mon Feb 23 16:58:02 UTC 2026","passed","Mon Feb 23 16:58:51 UTC 2026","testcases.CheckoutTest","Regression Test - Chrome","testcases.CheckoutTest","CheckoutTest_verifyItemListIntegrityAfterCheckout"
"### [Cart] Add Single Item to Cart
**Objective:** Verify that the cart quantity increases correctly when adding one unit.

**Test Steps:**
1. **Pre-check:** Capture the current items count in the mini-cart.
2. **Action:** Click ""Add to Cart"" and verify the success popup appears.
3. **Sync Check:** Close the popup and re-verify the cart quantity.

**Expected Result:** The cart badge must increase by exactly (+1) unit.
","22710","TC2: Add Single Product 'Sữa rửa mặt' to Cart","Hasaki.vn Smoke Suite","Mon Feb 23 17:20:30 UTC 2026","passed","Mon Feb 23 17:20:52 UTC 2026","testcases.ProductDetailTest","Smoke Test - Edge","testcases.ProductDetailTest","ProductDetail_addSingleUnit"
"### [Data-Driven] Search Accuracy & Matching Rate
**Objective:** Validate search engine quality by calculating the matching rate of results against expected keywords.

**Test Steps:**
1. **Dynamic Search:** Execute search using keywords and types from Excel.
2. **First Page Audit:** Calculate matching percentage for the initial result set.
3. **Deep Pagination:** Traverse through all available pages to compute the ""Global Accuracy Rate"".
4. **Threshold Validation:** Compare final rate against the defined expected percentage.

**Target:** Ensure search results remain relevant across multiple pages.
","38189","TC3 Verify unsigned keyword","Hasaki.vn Regression Suite","Mon Feb 23 16:43:41 UTC 2026","passed","Mon Feb 23 16:44:19 UTC 2026","testcases.SearchTest","Regression Test - Chrome","testcases.SearchTest","search_verifyResultsAccuracyWithMultipleKeywords"
"### [UI] Cart Page Accessibility & State Verification
**Objective:** Verify that the Cart page loads correctly and the Page Object is properly initialized.

**Test Steps:**
1. **Smart Authentication:** Reuse existing session or login via `handleSmartLogin`.
2. **Navigation:** Navigate directly to the Cart page via `quickGoToCart()`.
3. **UI Check:** Verify the page URL and ensure the Cart Title element is displayed.

**Target:** Confirm the cart environment is ready for functional and logic testing.
","16901","TC1: Check cart page UI","Hasaki.vn Smoke Suite","Mon Feb 23 17:22:03 UTC 2026","passed","Mon Feb 23 17:22:20 UTC 2026","testcases.CartTest","Smoke Test - Chrome","testcases.CartTest","CartTest_VerifyUI"
"### [Data-Sync] Profile Address & Checkout Consistency
**Objective:** Validate that the system correctly pulls and synchronizes the default shipping address from the user profile to the Checkout page.

**Test Steps:**
1. **Profile Audit:** Access 'My Address' tab to extract the default Name and Address string.
2. **Data Comparison:** Navigate to Checkout and capture the automatically populated address info.
3. **Verification:** Perform a string-match comparison between the Profile Data and Checkout Data.

**Target:** Ensure seamless data synchronization across the account management and checkout modules.
","10107","TC2: Data Sync - Default Address Validation","Hasaki.vn Smoke Suite","Mon Feb 23 17:22:35 UTC 2026","passed","Mon Feb 23 17:22:45 UTC 2026","testcases.CheckoutTest","Smoke Test - Edge","testcases.CheckoutTest","CheckoutTest_verifyAddressSyncFromProfile"
"### [Filter] Price Range Validation
**Objective:** Verify that the price filter correctly restricts products within the specified min-max range.

**Test Steps:**
1. **Search & Filter:** Search for a product and apply a price range filter.
2. **Multi-page Verification:** Loop through all result pages.
3. **Price Comparison:** Parse and verify every single product price against the filter boundary.

**Expected Result:** No product price falls outside the [Min - Max] range across all pages.
","26503","TC5 filter price: [Kem chống nắng] | Range: 80000 - 100000","Hasaki.vn Regression Suite","Mon Feb 23 16:41:44 UTC 2026","passed","Mon Feb 23 16:42:10 UTC 2026","testcases.SearchTest","Regression Test - Chrome","testcases.SearchTest","search_verifyPriceFilterFunctionality"
